case_ID,wave,year,weight_wave,weight_aggregate,happening,cause_original,cause_other_text,cause_recoded,sci_consensus,worry,harm_personally,harm_US,harm_dev_countries,harm_future_gen,harm_plants_animals,when_harm_US,reg_CO2_pollutant,reg_utilities,fund_research,reg_coal_emissions,discuss_GW,hear_GW_media,gender,age,age_category,generation,educ,educ_category,minincome,income_category,race,ideology,party,party_w_leaners,party_x_ideo,registered_voter,region9,region4,religion,religion_other_nonchristian,evangelical,service_attendance,marit_status,employment,house_head,house_size,house_ages0to1,house_ages2to5,house_ages6to12,house_ages13to17,house_ages18plus,house_type,house_own
2041,1,1,0.54,0.29440218,3,1,,6,4,4,3,4,4,4,4,6,4,4,4,NA,3,NA,2,55,3,4,14,4,100000,3,1,1,2,2,1,1,9,4,15,,2,1,4,2,2,1,0,0,0,0,1,1,1
2042,1,1,1.82,0.99224438,3,1,,6,4,4,3,4,4,4,4,4,4,4,4,NA,2,NA,2,47,2,4,8,1,30000,1,1,3,3,1,4,1,1,1,15,,2,3,3,2,2,1,0,0,0,0,1,3,1
2043,1,1,1.3,0.70874599,3,3,dont know why,1,4,3,2,2,2,4,4,5,4,4,4,NA,1,NA,2,54,2,4,10,3,75000,2,1,4,1,1,5,1,5,3,11,,2,2,5,2,2,1,0,0,0,0,1,1,1
2044,1,1,1.02,0.55609301,3,1,,6,4,3,3,3,4,4,4,5,4,4,4,NA,2,NA,1,53,2,4,12,4,125000,3,3,3,5,4,-2,2,2,1,12,,2,-1,1,1,2,2,0,0,0,0,2,1,1
2045,1,1,0.3,0.16355677,3,-1,,-1,4,3,3,3,3,0,0,6,4,3,4,NA,3,NA,2,70,3,5,11,3,50000,2,1,3,3,2,2,1,4,2,15,,2,1,1,5,2,2,0,0,0,0,2,2,2
2046,1,1,0.3,0.16355677,3,2,,4,2,1,1,1,1,1,1,1,1,1,1,NA,4,NA,1,34,1,3,12,4,100000,3,1,5,1,1,5,1,7,3,1,,1,5,5,1,1,2,0,0,0,0,2,1,1
2047,1,1,1.08,0.58880436,2,3,"Both, Human & Natural",5,2,3,4,4,4,4,4,6,2,3,3,NA,3,NA,1,26,1,2,12,4,75000,2,1,2,1,1,4,1,1,1,3,,2,1,1,1,1,2,0,0,0,0,2,1,1
2049,1,1,1.2,0.65422706,1,2,,4,2,1,1,1,1,1,1,1,3,2,2,NA,1,NA,1,27,1,2,12,4,40000,1,1,5,1,1,5,1,9,4,4,,2,6,1,1,2,3,0,1,0,0,2,2,2
2050,1,1,1.41,0.7687168,3,1,,6,4,4,1,3,3,3,3,6,4,3,4,NA,3,NA,2,54,2,4,9,2,25000,1,4,3,2,2,2,1,8,4,3,,3,4,1,7,2,3,0,0,0,0,3,1,1
2051,1,1,0.51,0.2780465,3,2,,4,4,2,2,2,3,4,4,3,2,2,4,NA,3,NA,1,51,2,4,12,4,75000,2,1,4,1,1,5,1,9,4,2,,1,5,1,4,2,4,0,0,0,0,4,1,1
2055,1,1,3.02,1.64647145,2,3,a combination of both,5,1,2,1,2,2,3,3,2,-1,-1,-1,NA,2,NA,1,28,1,3,12,4,60000,2,1,4,1,1,5,1,4,2,1,,3,5,1,1,2,2,0,0,0,0,2,1,1
2056,1,1,0.31,0.16900866,1,2,,4,3,1,1,1,1,1,1,1,1,1,2,NA,1,NA,2,64,3,5,9,2,40000,1,1,4,4,1,5,1,8,4,4,,2,5,1,7,2,2,0,0,0,0,2,1,1
2057,1,1,0.37,0.20172001,3,1,,6,4,3,3,0,3,4,4,6,4,3,4,NA,3,NA,1,52,2,4,10,3,40000,1,2,3,5,4,-2,2,8,4,1,,3,2,3,1,2,2,0,0,0,1,1,1,1
2058,1,1,0.5,0.27259461,1,1,,6,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,2,28,1,3,9,2,30000,1,1,3,3,1,4,1,7,3,1,,1,6,3,1,1,4,0,0,1,0,3,1,1
2059,1,1,0.75,0.40889192,3,1,,6,2,3,3,3,4,4,4,3,3,3,4,NA,3,NA,1,45,2,4,12,4,85000,2,2,4,2,2,2,1,4,2,1,,1,5,1,1,2,3,0,0,1,0,2,1,1
2060,1,1,0.95,0.51792976,3,1,,6,2,3,3,3,3,4,4,6,3,4,3,NA,3,NA,1,46,2,4,9,2,20000,1,1,5,3,1,5,1,3,2,2,,1,6,3,1,2,1,0,0,0,0,1,1,1
2061,1,1,1.29,0.70329409,3,1,,6,2,3,3,3,3,4,4,5,3,3,4,NA,3,NA,2,49,2,4,12,4,85000,2,3,2,2,2,1,1,9,4,10,,2,5,1,1,2,3,0,0,0,0,3,1,1
2062,1,1,2.91,1.58650063,3,1,,6,4,4,3,3,3,4,4,6,4,3,4,NA,3,NA,1,19,1,2,9,2,50000,2,4,2,5,4,-2,1,9,4,2,,2,1,5,4,1,4,0,0,0,0,4,1,2
2063,1,1,0.39,0.2126238,3,1,,6,2,3,2,3,4,4,4,6,4,4,4,NA,3,NA,2,63,3,5,12,4,125000,3,1,4,1,1,5,1,9,4,15,,2,1,1,1,2,2,0,0,0,0,2,1,2
2064,1,1,1.19,0.64877517,3,2,,4,4,1,0,0,0,0,0,3,3,4,4,NA,1,NA,2,47,2,4,10,3,40000,1,1,4,1,1,5,1,6,3,2,,2,3,1,4,2,2,0,0,0,0,2,4,1
2065,1,1,0.84,0.45795895,3,1,,6,4,3,0,0,0,0,0,4,3,2,4,NA,3,NA,2,41,2,3,14,4,50000,2,1,3,3,1,4,1,5,3,5,,2,4,5,1,2,1,0,0,0,0,1,1,1
2066,1,1,0.89,0.48521841,3,1,,6,4,4,4,4,4,4,4,5,2,2,2,NA,2,NA,2,44,2,4,12,4,50000,2,4,3,3,2,2,1,9,4,3,,2,4,1,1,2,2,0,0,0,0,2,1,1
2067,1,1,1.46,0.79597626,1,4,,3,2,1,1,1,1,1,2,1,3,2,4,NA,2,NA,1,43,2,3,9,2,20000,1,1,4,1,1,5,1,8,4,1,,1,3,1,1,2,1,0,0,0,0,1,4,1
2068,1,1,2.6,1.41749197,3,1,,6,4,3,2,3,3,4,4,6,3,3,4,NA,3,NA,2,45,2,4,6,1,40000,1,4,3,1,1,4,1,7,3,3,,2,3,1,7,1,5,0,1,2,0,2,1,1
2069,1,1,0.73,0.39798813,2,2,,4,2,3,0,0,0,0,0,2,1,4,4,NA,2,NA,1,56,3,4,12,4,12500,1,1,4,3,3,3,1,9,4,3,,2,2,5,5,2,1,0,0,0,0,1,1,1
2070,1,1,1.23,0.67058274,2,4,,3,1,3,0,0,0,0,0,1,3,3,3,NA,1,NA,1,56,3,4,7,1,10000,1,1,3,3,3,3,2,2,1,3,,3,1,5,6,2,1,0,0,0,0,1,3,2
2071,1,1,1.81,0.98679249,3,1,,6,4,3,3,4,4,4,4,6,3,3,3,NA,1,NA,2,39,2,3,14,4,75000,2,1,3,5,4,-2,2,7,3,1,,1,4,1,1,1,4,0,1,1,0,2,1,1
2072,1,1,1.37,0.74690923,3,1,,6,2,3,3,4,4,4,4,6,4,4,4,NA,4,NA,2,57,3,4,10,3,20000,1,1,4,1,1,5,1,1,1,2,,2,3,3,6,2,1,0,0,0,0,1,4,1
2073,1,1,0.68,0.37072867,3,2,,4,2,3,2,2,2,4,4,6,4,4,3,NA,3,NA,1,64,3,5,11,3,10000,1,3,2,2,2,1,1,3,2,1,,1,5,1,6,2,3,0,1,0,0,2,1,1
2074,1,1,0.55,0.29985407,3,1,,6,4,3,2,2,3,4,3,3,4,4,4,NA,2,NA,1,50,2,4,12,4,125000,3,1,3,2,2,2,1,3,2,5,,2,3,1,1,2,4,0,0,0,0,4,1,1
2075,1,1,0.55,0.29985407,3,1,,6,4,4,4,4,4,4,4,6,3,2,4,NA,3,NA,2,66,3,5,6,1,5000,1,3,3,2,2,2,1,3,2,2,,1,3,3,6,2,1,0,0,0,0,1,3,2
2076,1,1,1.12,0.61061193,3,1,,6,2,3,3,4,4,4,4,6,3,4,4,NA,3,NA,2,61,3,4,9,2,60000,2,1,5,1,1,5,1,8,4,15,,2,1,1,5,2,2,0,0,0,0,2,1,1
2078,1,1,1.25,0.68148653,2,2,,4,2,3,4,4,4,4,4,5,3,3,3,NA,2,NA,1,42,2,3,9,2,60000,2,4,3,3,3,3,2,2,1,2,,2,2,1,6,2,2,0,0,0,0,2,1,1
2079,1,1,0.48,0.26169083,2,1,,6,2,2,1,2,2,2,2,1,3,4,2,NA,2,NA,2,72,3,5,9,2,30000,1,1,3,1,1,4,1,3,2,2,,3,3,1,5,2,2,0,0,0,0,2,1,1
2080,1,1,0.69,0.37618056,3,1,,6,4,3,2,2,3,4,4,4,3,4,3,NA,2,NA,2,52,2,4,12,4,75000,2,1,2,2,2,1,1,1,1,3,,2,4,1,1,2,5,0,0,0,1,4,1,1
2082,1,1,0.78,0.42524759,3,1,,6,4,4,2,3,4,4,4,6,4,4,4,NA,3,NA,1,39,2,3,10,3,60000,2,1,2,2,2,1,1,7,3,11,,2,1,6,1,1,4,0,0,1,1,2,1,1
2083,1,1,0.88,0.47976651,3,1,,6,4,2,0,0,0,0,0,4,-1,-1,-1,NA,1,NA,1,31,1,3,11,3,100000,3,4,4,1,1,5,1,7,3,-1,,-1,-1,1,1,2,3,0,0,0,0,3,1,1
2084,1,1,0.66,0.35982489,3,3,both of the above,5,2,3,2,3,3,3,4,4,3,3,4,NA,2,NA,1,19,1,2,9,2,40000,1,1,3,2,2,2,1,3,2,1,,2,2,5,4,1,4,0,0,0,1,3,1,1
2085,1,1,2.54,1.38478062,2,2,,4,2,2,1,2,3,4,4,2,4,2,4,NA,2,NA,2,47,2,4,11,3,85000,2,1,3,3,1,4,1,4,2,2,,2,2,1,1,2,2,0,0,0,0,2,1,1
2086,1,1,2.31,1.2593871,1,2,,4,2,1,1,1,1,1,1,1,1,2,-1,NA,1,NA,1,25,1,2,11,3,175000,3,1,3,3,3,3,1,8,4,4,,2,5,1,1,2,8,0,0,0,1,7,1,1
2087,1,1,1.11,0.60516004,3,1,,6,4,3,3,4,0,3,3,6,3,4,4,NA,1,NA,2,53,2,4,10,3,20000,1,1,3,3,2,2,1,6,3,1,,3,2,1,7,2,2,0,0,0,0,2,1,1
2088,1,1,1.56,0.85049518,3,1,,6,4,3,3,4,4,4,4,4,3,3,4,NA,3,NA,2,26,1,2,12,4,85000,2,1,2,2,2,1,1,1,1,3,,2,1,1,1,2,3,0,0,0,0,3,1,1
2089,1,1,1.06,0.57790057,3,1,,6,4,3,4,4,4,0,4,6,2,3,2,NA,3,NA,1,34,1,3,12,4,60000,2,1,3,1,1,4,1,8,4,3,,3,5,1,1,2,4,0,1,1,0,2,1,1
2091,1,1,5.12,2.79136881,3,2,,4,2,3,2,2,3,3,3,2,3,3,3,NA,3,NA,1,18,1,2,9,2,35000,1,4,3,2,2,2,1,5,3,2,,2,5,5,4,1,2,0,0,0,0,2,1,1
2092,1,1,0.65,0.35437299,3,2,,4,2,1,2,3,3,3,4,2,3,4,4,NA,1,NA,1,70,3,5,4,1,40000,1,1,2,2,2,1,1,3,2,2,,1,2,3,1,2,2,0,0,0,0,2,1,1
2093,1,1,0.88,0.47976651,3,1,,6,2,4,3,3,3,3,3,5,3,4,4,NA,2,NA,1,54,2,4,5,1,7500,1,1,3,5,4,-2,2,5,3,15,,2,1,1,2,2,4,0,0,2,0,2,1,2
2095,1,1,0.56,0.30530596,3,1,,6,4,4,3,4,4,4,4,5,4,4,4,NA,3,NA,1,51,2,4,10,3,75000,2,1,2,3,2,1,1,5,3,2,,2,2,1,1,2,1,0,0,0,0,1,1,1
2097,1,1,1.21,0.65967896,3,1,,6,4,3,2,2,2,4,2,3,4,3,4,NA,3,NA,1,37,2,3,11,3,30000,1,1,3,2,2,2,1,5,3,15,,2,1,1,1,2,2,0,0,0,0,2,1,1
2100,1,1,1.46,0.79597626,2,2,,4,1,2,0,0,0,0,0,2,3,1,3,NA,1,NA,2,74,3,5,9,2,30000,1,1,4,1,1,5,1,6,3,2,,1,6,1,5,2,2,0,0,0,0,2,1,1
2101,1,1,0.45,0.24533515,3,1,,6,4,4,3,4,4,4,4,6,3,3,4,NA,4,NA,2,58,3,4,10,3,50000,2,1,3,2,2,2,1,8,4,3,,2,2,1,2,2,5,0,0,1,0,4,1,2
2103,1,1,0.32,0.17446055,2,2,,4,1,3,0,0,0,0,0,5,3,3,3,NA,1,NA,2,89,3,6,9,2,0,1,1,4,1,1,5,1,9,4,1,,1,5,3,7,1,2,0,1,0,0,1,3,2
2104,1,1,2.71,1.47746279,3,1,,6,2,4,3,3,4,4,4,4,4,4,4,NA,3,NA,1,28,1,3,12,4,75000,2,1,4,4,3,3,3,7,3,11,,2,6,1,1,2,2,0,0,0,0,2,1,1
2105,1,1,1.23,0.67058274,3,1,,6,1,3,3,3,3,4,4,6,4,-1,2,NA,2,NA,1,45,2,4,9,2,100000,3,1,3,1,1,4,1,2,1,3,,3,4,1,1,2,4,0,0,0,2,2,2,1
2107,1,1,0.89,0.48521841,3,1,,6,4,3,3,3,3,3,3,2,3,1,3,NA,1,NA,1,54,2,4,9,2,40000,1,1,3,2,2,2,1,7,3,15,,2,1,1,1,2,5,0,0,0,0,5,1,2
2108,1,1,3.7,2.01720012,3,1,,6,4,3,3,3,3,4,3,4,3,3,3,NA,3,NA,2,19,1,2,6,1,85000,2,4,3,1,1,4,1,9,4,11,,1,5,5,1,1,3,0,0,0,0,3,1,1
2112,1,1,1.69,0.92136978,3,1,,6,4,3,3,3,3,4,4,6,3,3,3,NA,3,NA,1,60,3,4,10,3,175000,3,1,4,2,2,2,1,9,4,9,,2,3,5,5,1,1,0,0,0,0,1,3,2
2113,1,1,0.89,0.48521841,3,1,,6,4,4,4,4,4,4,4,4,4,4,4,NA,4,NA,1,30,1,3,12,4,60000,2,1,5,1,1,5,1,5,3,2,,1,5,3,1,2,1,0,0,0,0,1,1,1
2114,1,1,0.58,0.31620975,3,2,,4,2,2,1,1,1,2,3,1,3,3,4,NA,3,NA,1,38,2,3,12,4,85000,2,3,2,2,2,1,1,9,4,2,,2,4,1,1,2,4,0,0,1,1,2,1,1
2115,1,1,1.03,0.5615449,3,1,,6,4,3,3,4,4,4,4,4,1,2,4,NA,1,NA,2,20,1,2,10,3,60000,2,1,2,2,2,1,1,4,2,2,,2,5,5,1,1,3,0,0,0,0,3,1,1
2116,1,1,0.65,0.35437299,2,2,,4,2,2,1,1,1,2,2,2,2,2,3,NA,2,NA,2,30,1,3,12,4,85000,2,1,5,1,1,5,1,2,1,2,,2,1,5,1,1,4,0,0,0,0,4,1,1
2119,1,1,1.52,0.82868762,3,1,,6,2,3,3,3,4,4,4,6,4,4,2,NA,2,NA,2,64,3,5,9,2,60000,2,1,3,2,2,2,1,2,1,-1,,-1,6,1,1,2,2,0,0,0,0,2,1,1
2122,1,1,2.25,1.22667575,3,1,,6,4,3,3,4,4,4,4,6,3,3,3,NA,3,NA,2,50,2,4,10,3,15000,1,1,4,5,4,-2,3,3,2,-1,,-1,3,5,1,2,1,0,0,0,0,1,1,1
2123,1,1,3.21,1.7500574,3,1,,6,4,3,3,3,3,4,4,5,3,2,3,NA,2,NA,2,33,1,3,12,4,100000,3,1,3,1,1,4,1,5,3,15,,2,1,1,1,2,2,0,0,0,0,2,1,1
2124,1,1,1.18,0.64332328,1,2,,4,4,2,2,1,1,1,1,1,3,3,4,NA,3,NA,1,21,1,2,10,3,150000,3,1,4,1,1,5,1,5,3,3,,2,4,5,7,2,5,0,0,0,0,5,1,1
2125,1,1,0.94,0.51247787,3,1,,6,4,4,3,4,4,4,4,6,4,3,4,NA,1,NA,2,56,3,4,12,4,12500,1,1,2,4,2,1,1,2,1,2,,2,4,5,1,1,1,0,0,0,0,1,1,3
2126,1,1,0.67,0.36527678,1,2,,4,2,2,2,3,4,3,3,1,3,-1,3,NA,2,NA,2,61,3,4,10,3,40000,1,1,3,2,2,2,1,9,4,15,,2,2,3,1,2,1,0,0,0,0,1,1,1
2127,1,1,0.67,0.36527678,1,2,,4,2,2,1,1,1,1,1,1,2,2,2,NA,3,NA,2,43,2,3,11,3,175000,3,1,5,1,1,5,1,3,2,11,,1,5,1,7,2,7,0,0,2,3,2,1,1
2128,1,1,1.04,0.56699679,3,1,,6,4,3,3,4,4,4,4,6,4,4,4,NA,3,NA,1,46,2,4,10,3,10000,1,1,2,2,2,1,1,6,3,11,,2,2,3,6,2,1,0,0,0,0,1,1,2
2129,1,1,1.53,0.83413951,1,2,,4,2,3,2,3,3,3,3,4,3,4,3,NA,2,NA,1,47,2,4,11,3,75000,2,1,4,1,1,5,1,7,3,11,,2,3,1,1,2,1,0,0,0,0,1,1,1
2131,1,1,1.53,0.83413951,3,1,,6,3,3,1,1,2,3,3,3,3,3,4,NA,1,NA,1,73,3,5,9,2,50000,2,1,3,3,3,3,1,4,2,2,,2,5,1,5,2,2,0,0,0,0,2,1,1
2135,1,1,1.28,0.6978422,3,1,,6,4,4,0,0,0,4,4,6,3,3,4,NA,3,NA,2,25,1,2,12,4,25000,1,1,2,2,2,1,1,7,3,11,,3,4,5,1,2,1,0,0,0,0,1,3,2
2136,1,1,1.01,0.55064111,3,2,,4,2,2,1,1,1,1,1,2,2,3,3,NA,2,NA,1,26,1,2,9,2,60000,2,1,3,2,2,2,1,7,3,3,,2,4,6,1,2,3,0,0,0,0,3,1,1
2138,1,1,1.73,0.94317735,3,1,,6,4,3,2,2,2,4,4,6,3,3,3,NA,2,NA,1,50,2,4,9,2,50000,2,1,3,2,2,2,1,4,2,3,,2,5,1,1,2,4,0,0,0,0,4,1,1
2140,1,1,1.24,0.67603463,3,3,It is a combination of many factors together.,5,4,3,0,4,4,4,4,6,3,3,4,NA,3,NA,2,48,2,4,9,2,30000,1,1,3,5,4,-2,1,3,2,11,,2,1,5,1,1,1,0,0,0,0,1,1,1
2141,1,1,0.5,0.27259461,3,1,,6,2,3,3,3,3,4,4,5,4,4,4,NA,3,NA,2,68,3,5,11,3,50000,2,1,2,3,2,1,1,3,2,11,,2,3,3,1,2,1,0,0,0,0,1,3,1
2142,1,1,1.33,0.72510166,2,3,both answers above,5,1,2,0,0,0,0,0,2,3,3,3,NA,1,NA,2,41,2,3,11,3,40000,1,2,4,4,2,2,1,7,3,11,,1,6,3,1,1,2,0,0,0,0,2,1,2
2143,1,1,0.85,0.46341084,3,1,,6,4,4,3,4,4,0,0,6,4,3,4,NA,4,NA,1,39,2,3,12,4,60000,2,4,2,2,2,1,1,7,3,3,,2,2,5,1,2,1,0,0,0,0,1,3,2
2144,1,1,0.57,0.31075786,3,1,,6,2,4,2,3,4,4,4,4,4,4,4,NA,4,NA,2,42,2,3,12,4,125000,3,1,1,2,2,1,1,5,3,2,,2,5,1,1,2,4,0,0,2,0,2,1,1
2146,1,1,2.83,1.54288549,3,1,,6,1,3,0,0,0,0,0,6,-1,-1,-1,NA,2,NA,2,28,1,3,10,3,50000,2,4,3,3,3,3,2,8,4,15,,2,3,5,1,2,2,0,0,0,0,2,1,2
2147,1,1,0.4,0.21807569,3,1,,6,4,3,3,3,3,4,4,6,3,3,4,NA,3,NA,2,58,3,4,11,3,35000,1,2,2,2,2,1,1,2,1,5,,2,5,5,7,2,1,0,0,0,0,1,3,2
2148,1,1,1.19,0.64877517,3,1,,6,4,4,0,0,0,0,4,5,4,4,4,NA,2,NA,2,40,2,3,13,4,125000,3,1,2,2,2,1,1,5,3,5,,2,3,1,1,2,4,0,0,2,0,2,1,1
2149,1,1,1.1,0.59970814,3,1,,6,2,3,0,0,0,0,0,5,3,3,3,NA,1,NA,2,20,1,2,10,3,60000,2,1,2,2,2,1,1,3,2,10,,2,3,5,1,1,4,0,0,0,0,4,1,1
2150,1,1,0.64,0.3489211,3,2,,4,4,1,1,3,2,3,2,3,3,3,4,NA,1,NA,1,50,2,4,11,3,25000,1,1,4,3,1,5,1,8,4,2,,1,2,5,1,1,1,0,0,0,0,1,2,1
2151,1,1,0.85,0.46341084,2,2,,4,4,2,1,1,1,1,1,2,3,3,2,NA,1,NA,1,32,1,3,9,2,125000,3,1,3,5,4,-2,2,3,2,2,,2,2,1,2,2,2,0,0,0,0,2,1,1
2152,1,1,1.08,0.58880436,2,2,,4,1,3,0,0,0,0,0,5,2,2,2,NA,1,NA,2,56,3,4,9,2,7500,1,1,3,5,4,-2,1,8,4,15,,3,5,3,6,2,1,0,0,0,0,1,3,2
2153,1,1,1,0.54518922,3,3,natural changes and human activities,5,2,3,4,4,4,4,-1,6,4,4,4,NA,3,NA,1,29,1,3,11,3,60000,2,1,3,5,4,-2,2,5,3,11,,2,2,1,1,2,4,1,0,1,0,2,4,1
2154,1,1,0.81,0.44160327,3,1,,6,4,3,3,3,3,4,4,6,3,3,3,NA,3,NA,2,41,2,3,11,3,60000,2,1,2,2,2,1,1,1,1,2,,2,3,1,1,1,4,0,0,2,0,2,1,1
2155,1,1,1.39,0.75781302,3,1,,6,4,4,4,4,4,4,4,6,4,4,4,NA,3,NA,2,42,2,3,14,4,100000,3,1,3,2,2,2,1,9,4,15,,2,1,1,1,2,3,0,0,1,0,2,1,1
2156,1,1,1.14,0.62151571,2,1,,6,1,3,0,0,0,0,0,6,4,4,3,NA,2,NA,2,55,3,4,9,2,15000,1,2,1,2,2,1,1,6,3,1,,1,5,2,6,2,5,0,0,0,4,1,1,1
2158,1,1,0.47,0.25623893,2,2,,4,2,3,0,0,0,0,0,3,1,2,3,NA,1,NA,2,60,3,4,9,2,85000,2,1,3,1,1,4,1,3,2,2,,1,1,1,1,2,2,0,0,0,0,2,1,1
2159,1,1,0.33,0.17991244,3,1,,6,4,3,3,3,4,3,3,2,3,3,4,NA,1,NA,1,65,3,5,13,4,125000,3,1,3,3,2,2,1,2,1,15,,2,3,1,5,2,3,0,0,0,0,3,1,1
2160,1,1,1.2,0.65422706,3,3,"I think combo of both natural and human cause, and also cycle of life/planet/nature",5,2,3,3,3,3,4,4,2,3,4,4,NA,3,NA,2,41,2,3,10,3,40000,1,1,4,1,1,5,1,8,4,11,,2,3,5,1,2,2,0,0,1,0,1,1,1
2161,1,1,0.65,0.35437299,3,2,,4,2,2,1,1,1,1,1,1,3,3,4,NA,2,NA,1,38,2,3,9,2,35000,1,1,4,1,1,5,1,3,2,11,,1,5,1,6,2,5,0,0,2,1,2,1,1
2162,1,1,0.28,0.15265298,1,2,,4,2,2,1,2,3,2,3,1,2,2,4,NA,2,NA,1,61,3,4,13,4,60000,2,1,5,1,1,5,1,9,4,1,,1,3,2,1,2,3,0,0,0,0,3,4,1
2164,1,1,4.61,2.51332231,2,1,,6,4,2,2,2,2,2,2,3,-1,-1,-1,NA,1,NA,2,28,1,3,11,3,10000,1,1,4,5,4,-2,1,9,4,11,,1,5,5,1,1,1,0,0,0,0,1,2,1
2165,1,1,1.01,0.55064111,3,2,,4,2,1,1,1,3,1,3,1,3,1,2,NA,1,NA,1,40,2,3,14,4,100000,3,4,4,1,1,5,1,5,3,2,,1,4,5,2,1,1,0,0,0,0,1,1,1
2167,1,1,0.41,0.22352758,1,1,,6,2,2,1,1,1,1,1,1,3,3,3,NA,2,NA,1,37,2,3,12,4,60000,2,1,4,1,1,5,1,3,2,3,,2,2,5,1,2,2,0,0,1,0,1,1,1
2168,1,1,0.32,0.17446055,3,1,,6,2,4,0,3,3,4,4,6,3,4,4,NA,3,NA,2,41,2,3,12,4,175000,3,1,4,1,1,5,1,4,2,3,,2,4,1,2,2,4,0,0,3,0,1,1,1
2170,1,1,0.79,0.43069948,1,2,,4,2,2,1,1,1,1,1,1,3,1,4,NA,3,NA,2,47,2,4,12,4,150000,3,1,3,1,1,4,1,7,3,1,,1,3,1,1,2,5,0,0,1,0,4,1,1
2171,1,1,1.71,0.93227357,2,1,,6,2,3,2,3,2,3,3,3,2,4,3,NA,1,NA,1,56,3,4,11,3,30000,1,1,4,5,4,-2,1,4,2,2,,2,2,3,1,2,2,0,0,0,0,2,4,1
2172,1,1,0.7,0.38163245,1,2,,4,2,1,1,1,1,1,1,6,1,4,3,NA,1,NA,1,49,2,4,12,4,7500,1,1,2,3,3,3,1,5,3,5,,2,4,5,1,2,1,0,0,0,0,1,3,1
2173,1,1,0.54,0.29440218,3,1,,6,4,3,3,4,4,4,4,6,3,3,4,NA,4,NA,2,59,3,4,9,2,60000,2,1,4,5,4,-2,1,4,2,2,,1,2,1,5,2,2,0,0,0,0,2,1,1
2175,1,1,0.54,0.29440218,3,2,,4,4,3,3,3,3,4,4,4,4,3,4,NA,2,NA,1,37,2,3,12,4,60000,2,1,2,1,1,4,1,3,2,1,,1,3,1,1,2,5,0,0,2,1,2,1,1
2177,1,1,0.42,0.22897947,3,3,all the stuf the government is sending into space,6,1,3,4,4,4,4,4,6,3,2,3,NA,2,NA,2,47,2,4,9,2,40000,1,1,3,2,2,2,1,3,2,3,,2,5,1,1,2,1,0,0,0,0,1,1,1
2178,1,1,2.57,1.4011363,3,2,,4,1,3,4,4,4,4,4,4,4,3,4,NA,1,NA,1,35,2,3,10,3,35000,1,4,4,2,2,2,1,9,4,3,,2,2,3,1,2,3,0,0,2,0,1,3,2
2179,1,1,0.52,0.28349839,3,1,,6,1,3,3,3,2,4,4,5,3,4,4,NA,2,NA,2,52,2,4,9,2,40000,1,1,3,3,3,3,1,7,3,11,,1,3,1,4,2,2,0,0,0,0,2,3,2
2181,1,1,2.43,1.32480981,3,1,,6,4,3,3,3,4,4,4,6,4,3,4,NA,3,NA,1,21,1,2,11,3,150000,3,4,2,2,2,1,3,9,4,3,,3,4,5,7,1,6,0,0,0,2,4,1,1
2182,1,1,0.9,0.4906703,1,2,,4,2,2,1,1,1,1,1,1,3,4,4,NA,3,NA,2,38,2,3,12,4,125000,3,1,3,1,1,4,1,5,3,3,,2,5,1,2,2,2,0,0,0,0,2,1,1
2183,1,1,0.7,0.38163245,3,1,,6,2,3,3,3,3,4,4,3,4,4,4,NA,3,NA,2,40,2,3,12,4,85000,2,1,4,4,3,3,1,6,3,2,,1,5,1,1,2,4,0,1,1,0,2,1,1
2185,1,1,0.58,0.31620975,3,1,,6,4,3,0,2,2,2,2,5,4,4,4,NA,3,NA,2,41,2,3,12,4,100000,3,1,3,2,2,2,1,5,3,3,,2,5,1,7,2,2,0,0,0,0,2,1,1
2187,1,1,0.73,0.39798813,3,1,,6,4,3,0,0,0,0,0,6,3,3,3,NA,2,NA,2,44,2,4,13,4,60000,2,2,3,2,2,2,1,7,3,15,,1,2,1,1,1,2,0,0,0,0,2,1,1
2188,1,1,0.82,0.44705516,2,1,,6,1,3,0,0,0,0,0,5,3,2,3,NA,2,NA,2,57,3,4,5,1,10000,1,1,3,5,4,-2,2,6,3,11,,3,6,1,7,2,2,0,0,0,0,2,1,2
2191,1,1,0.66,0.35982489,3,1,,6,1,2,2,2,3,3,3,5,3,3,4,NA,2,NA,1,57,3,4,13,4,175000,3,1,4,3,1,5,1,1,1,3,,2,2,1,2,2,2,0,0,0,0,2,1,1
2192,1,1,0.77,0.4197957,3,1,,6,4,4,4,4,4,4,4,6,4,4,4,NA,4,NA,1,37,2,3,11,3,85000,2,2,1,2,2,1,1,5,3,15,,2,1,1,1,2,6,0,1,0,2,3,3,2
2193,1,1,0.46,0.25078704,3,1,,6,4,3,3,4,4,4,4,6,4,3,4,NA,2,NA,1,61,3,4,9,2,50000,2,1,3,3,3,3,3,1,1,2,,2,3,1,1,2,2,0,0,0,0,2,1,1
2194,1,1,2.57,1.4011363,3,1,,6,2,3,0,4,4,4,4,6,4,4,4,NA,3,NA,1,51,2,4,11,3,40000,1,4,2,3,2,1,1,9,4,3,,2,5,5,1,2,1,0,0,0,0,1,1,1
2195,1,1,2.34,1.27574278,3,1,,6,1,2,0,0,0,0,0,4,3,3,3,NA,1,NA,2,25,1,2,10,3,85000,2,2,1,3,2,1,1,7,3,15,,2,1,5,1,2,3,0,0,0,0,3,1,1
